Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2023-03-26 17:52:29;"Afternoon Workout";"Running";1;;;;;;km;900;"";"";37m
2023-03-26 17:52:29;"Afternoon Workout";"Lateral Raise (Dumbbell)";1;6;kg;12;;;;0;"";;37m
2023-03-26 17:52:29;"Afternoon Workout";"Overhead Press (Dumbbell)";1;12;kg;10;;;;0;"";;37m
2023-03-26 17:52:29;"Afternoon Workout";"Overhead Press (Dumbbell)";2;16;kg;8;;;;0;;;37m
2023-03-26 17:52:29;"Afternoon Workout";"Overhead Press (Dumbbell)";3;18;kg;6;;;;0;;;37m
2023-03-26 17:52:29;"Afternoon Workout";"Reverse Curl (Barbell)";1;25;kg;8;;;;0;"";;37m
2023-03-26 17:52:29;"Afternoon Workout";"Reverse Curl (Barbell)";2;30;kg;3;;;;0;;;37m
2023-03-26 17:52:29;"Afternoon Workout";"Barbell wrist curl";1;30;kg;15;;;;0;"";;37m
2023-03-26 17:52:29;"Afternoon Workout";"Shoulder Press (Plate Loaded)";1;10;kg;12;;;;0;"";;37m
2023-03-26 17:52:29;"Afternoon Workout";"Shoulder Press (Plate Loaded)";2;20;kg;8;;;;0;;;37m
2023-03-26 17:52:29;"Afternoon Workout";"Shoulder Press (Plate Loaded)";3;25;kg;5;;;;0;;;37m
2023-12-01 17:05:07;"Afternoon Workout";"huppelen";1;;;;;1.78;km;900;"";"";1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";1;40;kg;6;;;;0;"";;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";2;60;kg;3;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";3;70;kg;3;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";4;70;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";5;70;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Bench Press (Barbell)";6;70;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Incline Bench Press (Dumbbell)";1;20;kg;8;;;;0;"";;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Incline Bench Press (Dumbbell)";2;26;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Incline Bench Press (Dumbbell)";3;26;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Incline Bench Press (Dumbbell)";4;26;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Skullcrusher (Barbell)";1;25;kg;8;;;;0;"";;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Skullcrusher (Barbell)";2;25;kg;12;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"Skullcrusher (Barbell)";3;25;kg;12;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"dip (machine)";1;41;kg;12;;;;0;"";;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"dip (machine)";2;54;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"dip (machine)";3;64;kg;8;;;;0;;;1h 5m
2023-12-01 17:05:07;"Afternoon Workout";"dip (machine)";4;64;kg;8;;;;0;;;1h 5m
2023-12-03 18:11:04;"Evening Workout";"huppelen";1;;;;;1.65;km;900;"";"benen";1h 4m
2023-12-03 18:11:04;"Evening Workout";"Trap Bar Deadlift";1;60;kg;8;;;;0;"";;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Trap Bar Deadlift";2;100;kg;6;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Trap Bar Deadlift";3;140;kg;6;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Trap Bar Deadlift";4;140;kg;6;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Trap Bar Deadlift";5;140;kg;6;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Squat (Barbell)";1;40;kg;7;;;;0;"";;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Squat (Barbell)";2;60;kg;3;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Squat (Barbell)";3;70;kg;8;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Squat (Barbell)";4;70;kg;8;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Squat (Barbell)";5;70;kg;8;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Seated Leg Press (Machine)";1;93;kg;10;;;;0;"";;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Seated Leg Press (Machine)";2;113;kg;10;;;;0;;;1h 4m
2023-12-03 18:11:04;"Evening Workout";"Seated Leg Press (Machine)";3;154;kg;2;;;;0;;;1h 4m
2023-12-04 19:50:55;"Evening Workout";"Lateral Raise (Machine)";1;45;kg;12;;;;0;"";"schouders";53m
2023-12-04 19:50:55;"Evening Workout";"Lateral Raise (Machine)";2;59;kg;12;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Lateral Raise (Machine)";3;73;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Lateral Raise (Machine)";4;73;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Lateral Raise (Machine)";5;73;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Overhead Press (Barbell)";1;20;kg;12;;;;0;"";;53m
2023-12-04 19:50:55;"Evening Workout";"Overhead Press (Barbell)";2;30;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Overhead Press (Barbell)";3;30;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Overhead Press (Barbell)";4;30;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Overhead Press (Dumbbell)";1;18;kg;12;;;;0;"";;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Overhead Press (Dumbbell)";2;20;kg;10;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Overhead Press (Dumbbell)";3;20;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";1;12;kg;12;;;;0;"";;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";2;12;kg;12;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";3;12;kg;12;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"seated palms down wrist curl (dumbbells)";1;8;kg;7;;;;0;"";;53m
2023-12-04 19:50:55;"Evening Workout";"seated palms down wrist curl (dumbbells)";2;8;kg;8;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"seated palms down wrist curl (dumbbells)";3;8;kg;10;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"seated palms down wrist curl (dumbbells)";4;4;kg;21;;;;0;;;53m
2023-12-04 19:50:55;"Evening Workout";"seated palms down wrist curl (dumbbells)";5;4;kg;21;;;;0;;;53m
2023-12-05 16:00:55;"Afternoon Workout";"huppelen";1;;;;;1.96;km;900;"";"rug biceps";50m
2023-12-05 16:00:55;"Afternoon Workout";"Pull Up (Assisted)";1;27;kg;12;;;;0;"";;50m
2023-12-05 16:00:55;"Afternoon Workout";"Pull Up (Assisted)";2;18;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Pull Up (Assisted)";3;18;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Pull Up (Assisted)";4;18;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Seated Row (Machine)";1;52;kg;12;;;;0;"";;50m
2023-12-05 16:00:55;"Afternoon Workout";"Seated Row (Machine)";2;66;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Seated Row (Machine)";3;66;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Seated Row (Machine)";4;66;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"seated hammer curls";1;12;kg;12;;;;0;"";;50m
2023-12-05 16:00:55;"Afternoon Workout";"seated hammer curls";2;16;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"seated hammer curls";3;16;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"seated hammer curls";4;18;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Concentration Curl (Dumbbell)";1;14;kg;8;;;;0;"";;50m
2023-12-05 16:00:55;"Afternoon Workout";"Concentration Curl (Dumbbell)";2;14;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Concentration Curl (Dumbbell)";3;14;kg;8;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Bicep Curl (Barbell)";1;25;kg;12;;;;0;"";;50m
2023-12-05 16:00:55;"Afternoon Workout";"Bicep Curl (Barbell)";2;25;kg;12;;;;0;;;50m
2023-12-05 16:00:55;"Afternoon Workout";"Bicep Curl (Barbell)";3;25;kg;14;;;;0;;;50m
2023-12-06 15:12:35;"Afternoon Workout";"huppelen";1;;;;;1.22;km;600;"";"borst triceps";51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";1;40;kg;8;;;;0;"";;51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";2;60;kg;4;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";3;72.5;kg;3;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";4;72.5;kg;8;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";5;72.5;kg;8;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Bench Press (Barbell)";6;72.5;kg;8;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Incline Bench Press (Dumbbell)";1;20;kg;8;;;;0;"";;51m
2023-12-06 15:12:35;"Afternoon Workout";"Incline Bench Press (Dumbbell)";2;26;kg;8;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Incline Bench Press (Dumbbell)";3;26;kg;8;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Triceps Extension (Machine)";1;36;kg;12;;;;0;"";;51m
2023-12-06 15:12:35;"Afternoon Workout";"Triceps Extension (Machine)";2;54;kg;12;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Triceps Extension (Machine)";3;68;kg;6;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Triceps Extension (Machine)";4;68;kg;6;;;;0;;;51m
2023-12-06 15:12:35;"Afternoon Workout";"Triceps Extension (Machine)";5;68;kg;6;;;;0;;;51m
2023-12-08 17:51:48;"Afternoon Workout";"huppelen";1;;;;;1.72;km;900;"";"benen";54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";1;20;kg;8;;;;0;"";;54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";2;40;kg;6;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";3;60;kg;3;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";4;80;kg;7;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";5;80;kg;7;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Squat (Barbell)";6;80;kg;8;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Trap Bar Deadlift";1;60;kg;8;;;;0;"";;54m
2023-12-08 17:51:48;"Afternoon Workout";"Trap Bar Deadlift";2;100;kg;8;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Trap Bar Deadlift";3;140;kg;6;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Trap Bar Deadlift";4;140;kg;6;;;;0;;;54m
2023-12-08 17:51:48;"Afternoon Workout";"Trap Bar Deadlift";5;140;kg;6;;;;0;;;54m
2023-12-09 18:21:52;"Evening Workout";"Rowing (Machine)";1;;;;;1.50;km;507;"";"cardio";58m
2023-12-09 18:21:52;"Evening Workout";"Running";1;;;;;5;km;1591;"";;58m
2023-12-09 18:21:52;"Evening Workout";"Cycling (Indoor)";1;;;;;10.02;km;1179;"";;58m
2023-12-10 15:51:22;"Afternoon Workout";"huppelen";1;;;;;1.68;km;900;"";"schouders";48m
2023-12-10 15:51:22;"Afternoon Workout";"Lateral Raise (Cable)";1;9.92;lbs;6;;;;0;"";;48m
2023-12-10 15:51:22;"Afternoon Workout";"Lateral Raise (Cable)";2;19.84;lbs;3;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Lateral Raise (Cable)";3;30.86;lbs;8;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Lateral Raise (Cable)";4;30.86;lbs;8;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Lateral Raise (Cable)";5;30.86;lbs;8;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Barbell)";1;20;kg;8;;;;0;"";;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Barbell)";2;30;kg;8;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Barbell)";3;40;kg;6;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Barbell)";4;40;kg;6;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";1;18;kg;12;;;;0;"";;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Overhead Press (Dumbbell)";2;24;kg;6;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Palms Up Wrist Curl (Dumbbell)";1;12;kg;12;;;;0;"";;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Palms Up Wrist Curl (Dumbbell)";2;14;kg;12;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"Seated Palms Up Wrist Curl (Dumbbell)";3;16;kg;6;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"seated palms down wrist curl (dumbbells)";1;8;kg;8;;;;0;"";;48m
2023-12-10 15:51:22;"Afternoon Workout";"seated palms down wrist curl (dumbbells)";2;8;kg;8;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"seated palms down wrist curl (dumbbells)";3;6;kg;18;;;;0;;;48m
2023-12-10 15:51:22;"Afternoon Workout";"seated palms down wrist curl (dumbbells)";4;6;kg;16;;;;0;;;48m
2023-12-11 19:32:35;"Evening Workout";"Rowing (Machine)";1;;;;;0;km;600;"";"rug biceps";1h 2m
2023-12-11 19:32:35;"Evening Workout";"Pull Up (Assisted)";1;27;kg;12;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Pull Up (Assisted)";2;14;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Pull Up (Assisted)";3;14;kg;6;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Pull Up (Assisted)";4;18;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated row (Machine Playes)";1;30;kg;12;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated row (Machine Playes)";2;35;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated row (Machine Playes)";3;35;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated row (Machine Playes)";4;35;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Seated Row (Cable)";1;66;kg;8;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Seated Row (Cable)";2;73;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Seated Row (Cable)";3;73;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated hammer curls";1;14;kg;12;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated hammer curls";2;18;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated hammer curls";3;18;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"seated hammer curls";4;18;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Concentration Curl (Dumbbell)";1;16;kg;6;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Concentration Curl (Dumbbell)";2;16;kg;6;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Concentration Curl (Dumbbell)";3;14;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Concentration Curl (Dumbbell)";4;10;kg;2;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Bicep Curl (Barbell)";1;30;kg;8;;;;0;"";;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Bicep Curl (Barbell)";2;30;kg;8;;;;0;;;1h 2m
2023-12-11 19:32:35;"Evening Workout";"Bicep Curl (Barbell)";3;30;kg;8;;;;0;;;1h 2m
2023-12-12 18:31:13;"Evening Workout";"huppelen";1;;;;;1.62;km;900;"";"";47m
2023-12-12 18:31:13;"Evening Workout";"Incline Bench Press (Barbell)";1;20;kg;8;;;;0;"";;47m
2023-12-12 18:31:13;"Evening Workout";"Incline Bench Press (Barbell)";2;50;kg;8;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Incline Bench Press (Barbell)";3;50;kg;8;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Incline Bench Press (Barbell)";4;50;kg;12;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Bench Press (Barbell)";1;60;kg;3;;;;0;"";;47m
2023-12-12 18:31:13;"Evening Workout";"Bench Press (Barbell)";2;60;kg;6;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Bench Press (Barbell)";3;75;kg;5;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Bench Press (Barbell)";4;75;kg;5;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Bench Press (Barbell)";5;75;kg;5;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"tricep pushdown (cable)";1;23;kg;12;;;;0;"";;47m
2023-12-12 18:31:13;"Evening Workout";"tricep pushdown (cable)";2;36;kg;12;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"tricep pushdown (cable)";3;50;kg;6;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Skullcrusher (Barbell)";1;25;kg;10;;;;0;"";;47m
2023-12-12 18:31:13;"Evening Workout";"Skullcrusher (Barbell)";2;25;kg;8;;;;0;;;47m
2023-12-12 18:31:13;"Evening Workout";"Skullcrusher (Barbell)";3;25;kg;10;;;;0;;;47m
2023-12-13 19:36:53;"Evening Workout";"huppelen";1;;;;;1.67;km;900;"";"";1h 10m
2023-12-13 19:36:53;"Evening Workout";"Running";1;;;;;5;km;1591;"";;1h 10m
2023-12-14 18:06:15;"Evening Workout";"huppelen";1;;;;;1.57;km;900;"";"";46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";1;20;kg;6;;;;0;"";;46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";2;60;kg;4;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";3;80;kg;3;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";4;80;kg;8;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";5;80;kg;8;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Squat (Barbell)";6;60;kg;10;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Seated Leg Curl (Machine)";1;52;kg;12;;;;0;"";;46m
2023-12-14 18:06:15;"Evening Workout";"Seated Leg Curl (Machine)";2;66;kg;8;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Seated Leg Curl (Machine)";3;73;kg;6;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Seated Leg Curl (Machine)";4;66;kg;12;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Hip Abductor (Machine)";1;32;kg;12;;;;0;"";;46m
2023-12-14 18:06:15;"Evening Workout";"Hip Abductor (Machine)";2;52;kg;12;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Hip Abductor (Machine)";3;66;kg;6;;;;0;;;46m
2023-12-14 18:06:15;"Evening Workout";"Hip Abductor (Machine)";4;52;kg;12;;;;0;;;46m
2023-12-15 19:33:32;"Evening Workout";"huppelen";1;;;;;1.65;km;900;"";"";58m
2023-12-15 19:33:32;"Evening Workout";"Lateral Raise (Cable)";1;19.84;lbs;8;;;;0;"";;58m
2023-12-15 19:33:32;"Evening Workout";"Lateral Raise (Cable)";2;30.86;lbs;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Lateral Raise (Cable)";3;39.68;lbs;6;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Lateral Raise (Cable)";4;39.68;lbs;6;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Lateral Raise (Cable)";5;30.86;lbs;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Barbell)";1;20;kg;12;;;;0;"";;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Barbell)";2;30;kg;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Barbell)";3;30;kg;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Barbell)";4;30;kg;10;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Dumbbell)";1;12;kg;12;;;;0;"";;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Dumbbell)";2;18;kg;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Dumbbell)";3;20;kg;8;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Overhead Press (Dumbbell)";4;20;kg;7;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";1;14;kg;12;;;;0;"";;58m
2023-12-15 19:33:32;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";2;14;kg;12;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";3;14;kg;5;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"Seated Palms Up Wrist Curl (Dumbbell)";4;7;kg;5;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"palm down wrist curls (barbell)";1;15;kg;12;;;;0;"";;58m
2023-12-15 19:33:32;"Evening Workout";"palm down wrist curls (barbell)";2;15;kg;10;;;;0;;;58m
2023-12-15 19:33:32;"Evening Workout";"palm down wrist curls (barbell)";3;15;kg;8;;;;0;;;58m
2023-12-16 17:21:16;"Afternoon Workout";"huppelen";1;;;;;1.73;km;900;"";"";5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Lat Pulldown (Cable)";1;45;kg;12;;;;0;"";;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Lat Pulldown (Cable)";2;59;kg;10;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Lat Pulldown (Cable)";3;73;kg;5;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Lat Pulldown (Cable)";4;66;kg;5;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Seated Row (Cable)";1;52;kg;12;;;;0;"";;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Seated Row (Cable)";2;73;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Seated Row (Cable)";3;73;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Seated Row (Cable)";4;73;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated row (Machine Playes)";1;35;kg;8;;;;0;"";;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated row (Machine Playes)";2;35;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated hammer curls";1;16;kg;8;;;;0;"";;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated hammer curls";2;18;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated hammer curls";3;18;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"seated hammer curls";4;18;kg;5;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Concentration Curl (Dumbbell)";1;14;kg;10;;;;0;"";;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Concentration Curl (Dumbbell)";2;14;kg;8;;;;0;;;5h 23m
2023-12-16 17:21:16;"Afternoon Workout";"Concentration Curl (Dumbbell)";3;14;kg;8;;;;0;;;5h 23m
2023-12-17 18:22:36;"Evening Workout";"Rowing (Machine)";1;;;;;0;km;600;"";"";1h 18m
2023-12-17 18:22:36;"Evening Workout";"Bench Press (Barbell)";1;40;kg;7;;;;0;"";;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Bench Press (Barbell)";2;60;kg;4;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Bench Press (Barbell)";3;75;kg;6;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Bench Press (Barbell)";4;75;kg;6;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Bench Press (Barbell)";5;75;kg;6;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Incline Bench Press (Dumbbell)";1;20;kg;8;;;;0;"";;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Incline Bench Press (Dumbbell)";2;28;kg;6;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Incline Bench Press (Dumbbell)";3;28;kg;6;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Incline Bench Press (Dumbbell)";4;26;kg;8;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"supine bench press";1;40;kg;8;;;;0;"";;1h 18m
2023-12-17 18:22:36;"Evening Workout";"supine bench press";2;80;kg;8;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"supine bench press";3;120;kg;4;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"supine bench press";4;120;kg;4;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Triceps Extension (Machine)";1;41;kg;12;;;;0;"";;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Triceps Extension (Machine)";2;59;kg;12;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Triceps Extension (Machine)";3;68;kg;8;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Triceps Extension (Machine)";4;68;kg;8;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"Triceps Extension (Machine)";5;68;kg;8;;;;0;;;1h 18m
2023-12-17 18:22:36;"Evening Workout";"seated dip machine";1;50;kg;10;;;;0;"";;1h 18m
